ref_date,value,id_num,series_name
2017-11-01,0.0028000000000000004,433,id = 433
2017-12-01,0.0044,433,id = 433
2018-01-01,0.0029,433,id = 433
2018-02-01,0.0032,433,id = 433
2018-03-01,9e-4,433,id = 433
2018-04-01,0.0022,433,id = 433
2018-05-01,0.004,433,id = 433
2018-06-01,0.0126,433,id = 433
2018-07-01,0.0033,433,id = 433
2018-08-01,-9e-4,433,id = 433
2018-09-01,0.0048,433,id = 433
2018-10-01,0.0045000000000000005,433,id = 433
2018-11-01,-0.0021,433,id = 433
2018-12-01,0.0015,433,id = 433
2019-01-01,0.0032,433,id = 433
2019-02-01,0.0043,433,id = 433
2019-03-01,0.0075,433,id = 433
2019-04-01,0.005699999999999999,433,id = 433
2019-05-01,0.0013,433,id = 433
2019-06-01,1e-4,433,id = 433
2019-07-01,0.0019,433,id = 433
2019-08-01,0.0011,433,id = 433
2019-09-01,-4e-4,433,id = 433
2019-10-01,0.001,433,id = 433
2019-11-01,0.0051,433,id = 433
2019-12-01,0.0115,433,id = 433
2020-01-01,0.0021,433,id = 433
2020-02-01,0.0025,433,id = 433
2020-03-01,7.000000000000001e-4,433,id = 433
2020-04-01,-0.0031,433,id = 433
2020-05-01,-0.0038,433,id = 433
2020-06-01,0.0026,433,id = 433
2020-07-01,0.0036,433,id = 433
2020-08-01,0.0024,433,id = 433
2020-09-01,0.0064,433,id = 433
2020-10-01,0.0086,433,id = 433
2020-11-01,0.0089,433,id = 433
2020-12-01,0.013500000000000002,433,id = 433
2021-01-01,0.0025,433,id = 433
2021-02-01,0.0086,433,id = 433
2021-03-01,0.009300000000000001,433,id = 433
2021-04-01,0.0031,433,id = 433
2021-05-01,0.0083,433,id = 433
2021-06-01,0.0053,433,id = 433
2021-07-01,0.0096,433,id = 433
2021-08-01,0.0087,433,id = 433
2021-09-01,0.0116,433,id = 433
2021-10-01,0.0125,433,id = 433
2021-11-01,0.0095,433,id = 433
2021-12-01,0.0073,433,id = 433
2022-01-01,0.0054,433,id = 433
2022-02-01,0.0101,433,id = 433
2022-03-01,0.016200000000000003,433,id = 433
2022-04-01,0.0106,433,id = 433
2022-05-01,0.004699999999999999,433,id = 433
2022-06-01,0.0067,433,id = 433
2022-07-01,-0.0068000000000000005,433,id = 433
